x1,x2,Cluster
-0.446501079,-0.815498297,2
-0.157557664,-0.155150097,2
-0.937606703,-0.566530581,2
-0.846569141,-0.406381628,2
-0.108929318,0.110552452,2
0.168486681,0.939917782,2
-0.332481376,-0.770543382,2
0.314893612,-0.621426732,2
-0.177095679,0.064600309,2
-1.08157325,0.629501141,2
-0.409164139,-0.169625552,2
0.232314124,0.550058545,2
-0.297256535,0.060163389,2
-0.563778625,-0.393912333,2
-0.547319803,-0.129273374,2
0.147790018,-0.322836406,2
-0.472003839,-0.158931852,2
-0.130714185,0.352710093,2
-0.263775216,-0.027238135,2
0.117399773,0.292977365,2
0.477740197,-0.101830846,2
0.295987475,0.118356196,2
-0.188225303,-0.447364643,2
0.4628858,0.161054589,2
0.252489256,-0.231954395,2
-0.760964253,-0.612638061,2
-0.137291816,-0.003429328,2
0.147003439,-0.099649648,2
-0.213294063,-0.281395725,2
0.181625823,-0.596217661,2
0.25203869,0.680787208,2
-0.042521075,-0.0123615,2
-0.049276669,-0.380210048,2
-0.300697163,0.061020062,2
0.001637956,-0.209647692,2
-0.731921389,-0.197736009,2
-0.247319781,0.412459236,2
-0.453299387,0.524593039,2
0.071076538,0.869396643,2
-0.319152706,0.734271937,2
0.051168899,0.376532564,2
0.471372291,-0.36476326,2
-1.160001016,-0.012694374,2
-0.739937154,0.527889911,2
0.280803158,-0.202508804,2
0.317537088,-0.880539123,2
-0.223837738,-0.032832784,2
-0.474024938,-0.569300062,2
-0.781375722,0.941117583,2
0.317650624,0.030998346,2
0.270467636,-0.254908295,2
0.145618031,0.431350645,2
-1.118693009,0.047873802,2
-0.756724005,-0.633915257,2
-0.754350698,-0.480094015,2
-0.629218738,-0.484844918,2
-0.576570201,-0.691461267,2
-0.434573724,0.409393712,2
0.213888488,-0.071629338,2
-0.016415117,0.848462668,2
-0.677378029,0.905204049,2
0.116755709,-0.170540652,2
-0.908921964,-0.046885984,2
-0.435088969,0.681266,2
-0.712948125,-0.00223381,2
-0.324853864,0.478602821,2
-0.47951012,0.081724502,2
-1.257539907,0.681262613,2
0.130008951,0.33714115,2
-0.077229475,0.539654091,2
-0.223215783,0.143046374,2
0.170627764,-0.40112427,2
-0.287476744,-0.479679934,2
0.197253399,0.110854443,2
-0.969333737,-1.093946161,2
-0.621086074,0.175448484,2
0.156159105,-0.186960836,2
1.216456111,0.564880822,2
0.096604297,0.447266919,2
-0.282988502,1.284794034,2
-0.128024618,0.670775812,2
0.37054594,-0.215200771,2
-0.377266716,0.581618629,2
-0.053124005,-0.595653267,2
0.078328678,-0.753831499,2
0.173377891,-0.301395568,2
0.396755633,-0.278278183,2
0.263809196,0.744811383,2
-0.109281617,0.393473812,2
-0.718186074,-0.382306966,2
-0.225111477,-0.566162676,2
0.197313175,0.276772967,2
-0.602372376,0.294153532,2
-0.500393979,0.346720089,2
0.497606553,-0.068966943,2
-0.675040037,-0.390491303,2
-0.366788167,-0.230115469,2
-0.827928064,0.932050632,2
-0.312189614,0.759462212,2
-0.434130786,1.263187361,2
0.064127679,0.134406381,2
-0.45500502,-0.587558607,2
-0.415608653,-0.04441647,2
0.180608093,0.165376512,2
-0.242231938,-0.369418046,2
-0.349627709,-0.0859706,2
-0.270493032,-0.140016012,2
-0.089406677,-0.377095509,2
-0.105466963,-0.603594438,2
0.624669664,0.74218986,2
-0.716023994,-1.020374101,2
0.028475779,0.744978699,2
0.514156091,0.92537921,2
-0.114823903,-0.093156214,2
0.153876858,-0.340919115,2
-0.560788106,0.124848416,2
-0.221899983,0.03000795,2
-0.742701884,-0.229598907,2
-0.073107769,0.355075512,2
0.358287648,-0.519862948,2
-0.684489527,0.73382394,2
-0.281656664,1.443207842,2
-0.82098053,-0.710440952,2
0.007219867,-0.097607795,2
-0.367536121,-0.531023227,2
-0.883781286,-0.722273609,2
0.793265069,0.448193358,2
-0.000786506,-0.420915321,2
-0.469547282,-0.021663404,2
-0.554792558,-0.079293898,2
-0.89255094,-0.198342108,2
0.041819649,0.339351965,2
-0.548510031,0.207427328,2
0.090136659,-0.007013243,2
-0.212292792,-0.789098622,2
-0.24688895,0.034214581,2
-0.160710825,-1.505884973,2
-0.470742889,-0.103925507,2
-0.219698542,-0.222694568,2
-0.424287904,-0.643708747,2
0.759661946,0.024735284,2
-0.235948841,0.211770144,2
-0.528659367,0.178838914,2
-0.314784705,-0.180448696,2
-0.14748845,-0.085532791,2
-0.62483358,-1.384317614,2
0.093432414,-0.562851242,2
-0.070923121,0.444495509,2
-0.339591909,0.261900252,2
0.313410266,0.124215806,2
-0.60579522,0.22659722,2
-0.40402571,0.204999622,2
-0.266867898,0.021970212,2
-0.321067114,0.239574094,2
0.610588189,-0.680321825,2
0.160362255,0.161060253,2
-0.145828384,0.105394978,2
-0.280515582,0.126660408,2
-0.522734696,-0.150609376,2
0.05764965,0.162655124,2
-0.334663648,0.319694017,2
-0.892681404,1.043791666,2
-0.095231735,-0.140573316,2
-0.566679039,0.361172285,2
-0.42742579,0.05963257,2
-0.546328177,0.249890234,2
0.130197565,0.356422083,2
-0.520052914,-0.123092252,2
0.190332035,-0.491184562,2
0.880030212,-0.238055396,2
-0.254155839,-0.583358546,2
-0.242412466,0.08666199,2
-0.737625522,0.488790492,2
-0.022751269,0.316482952,2
0.184447097,-0.228305078,2
-0.296574327,0.194568715,2
-0.166818044,-0.030741446,2
-0.344689903,-0.098282745,2
-0.06645592,-0.152087435,2
-0.093756232,0.041019045,2
1.005162299,1.100898247,2
-0.337892055,0.471953638,2
0.225022981,-0.034085782,2
-0.49187403,-0.708427103,2
-0.177380912,0.605161248,2
-0.012868115,1.046304555,2
-0.3490581,0.108535951,2
-0.115935325,0.820729259,2
0.315843322,0.104365584,2
-0.85073582,-0.089400899,2
-0.513414604,-0.058231559,2
0.004365241,0.306715624,2
0.287050422,0.16501121,2
-0.077956301,-1.122717559,2
-0.115882547,0.289149268,2
-0.012453614,0.170573043,2
-0.961737029,0.231392517,2
0.295360914,-0.077189781,2
-0.043600443,-0.440460863,2
-0.212479567,-0.095244073,2
-0.847520209,0.499502922,2
-0.019493489,0.064196552,2
-0.476337345,0.004075958,2
0.362178249,-0.236830939,2
-0.880537075,1.090684353,2
-0.123101761,0.535635758,2
-0.481182705,0.223677074,2
-0.523422345,-0.004992351,2
-0.455279497,0.848851419,2
0.494938171,0.059668345,2
-1.104191305,0.783868055,2
-0.844988838,-0.096204374,2
0.06149608,0.270661629,2
0.161152291,-0.754244013,2
0.101843395,0.110807703,2
-0.290724308,0.043527826,2
-0.478387451,0.273821605,2
0.002658943,-0.245105012,2
0.046493717,0.004297048,2
-0.86675171,0.14671209,2
-0.33450169,0.827579623,2
0.002871943,-0.062749331,2
-0.878956281,-0.118588084,2
-0.28277089,-0.208990329,2
-0.359438811,0.12129344,2
-0.675447931,0.004454302,2
-0.018973838,0.62636158,2
-0.116964118,-0.318793665,2
-0.68404895,0.400055438,2
0.106966022,-0.129046976,2
-0.439611077,-0.336827167,2
-0.824389109,-0.983379516,2
-0.598265617,0.636128949,2
0.237300403,-0.679467607,2
0.166857154,1.524632605,2
-0.509219742,-0.379993282,2
-0.390334327,0.171208662,2
-0.652281274,-1.485297375,2
-0.371534173,-0.28789789,2
-0.53583346,-0.262478441,2
-0.440394669,0.199631252,2
-0.509556311,-0.56206084,2
-0.55699694,0.266916007,2
-0.214292739,0.746323347,2
-0.321671241,-0.112020422,2
-1.404865513,0.061393488,2
-1.003409223,0.346162125,2
-0.218548564,-0.247033708,2
-0.343814826,0.190284139,2
-0.278008665,-0.272482801,2
-0.805788054,-0.10154496,2
-0.556813219,-0.198702079,2
-0.545082597,0.98959141,2
0.020781659,0.490887188,2
-0.275293565,-0.122176109,2
-0.330058697,-0.078548026,2
-0.41477538,-0.023909554,2
-0.348590965,0.474022163,2
0.089122809,-0.4372595,2
0.282276753,0.322274302,2
0.27366125,-0.927475511,2
0.068476174,0.979050053,2
0.270200829,-0.074916169,2
-0.124589411,0.625077186,2
-0.000374561,0.072949367,2
-0.979047325,0.172114466,2
-0.031705102,0.253266323,2
0.2693905,0.065199507,2
-0.778492623,-0.165082258,2
-0.346700482,0.35941534,2
-0.443118494,0.431774322,2
-0.072051449,0.628474465,2
0.239939069,-0.142520715,2
-0.362414651,-0.474020946,2
0.764298571,0.170754452,2
0.263559954,0.221220033,2
-0.064644163,-0.558180825,2
-0.017529062,0.191145404,2
-0.325617867,0.515428788,2
0.361737608,0.037722664,2
-0.36410798,1.085563456,2
-0.235241006,-0.192643745,2
-0.070049762,0.711522538,2
0.27403992,0.089179777,2
-0.302203429,-0.010374053,2
0.153779168,-0.465019506,2
-0.395424428,0.166152747,2
-0.490950469,0.497870949,2
-0.675302109,0.318292162,2
-0.415176966,-0.785967669,2
-0.152259513,0.318512761,2
0.327271238,-0.389945359,2
0.377232223,0.604632641,2
-0.100389515,-0.733150217,2
0.126280931,-0.624910263,2
-0.493843123,-0.766587075,2
-0.096738689,0.253690983,2
-0.541144308,-0.122069975,2
-0.113740497,0.319144964,2
-0.483684085,0.244683242,2
0.084346209,-1.041865724,2
-0.378948744,-0.174988533,2
-0.335319322,-0.933872896,2
0.006893369,-0.077276964,2
-0.160518562,-0.134429249,2
0.097474246,0.460973819,2
-0.311420057,-0.28574106,2
0.015628672,0.217198614,2
-0.235335788,-0.086921709,2
-0.498303003,-0.446393348,2
-0.82403138,-0.604842589,2
0.23318261,0.180560263,2
-1.136422401,-0.244735305,2
-0.117477894,0.546201717,2
0.105897028,-0.699203855,2
-1.050027432,0.744688579,2
0.008471467,0.161893903,2
-0.21856916,-0.516088614,2
-0.659788688,-0.969729947,2
0.051735323,0.634723643,2
-0.49058859,0.618357232,2
-0.354566929,-0.914126258,2
-0.468685756,0.151275568,2
0.160154476,-0.289212201,2
0.154736676,-0.097810894,2
-0.043888755,-0.52092834,2
-0.571004596,0.160130635,2
0.098335692,-0.782722129,2
-0.002070337,0.089350309,2
-0.208772585,-0.137616003,2
0.035208931,-0.066070857,2
0.10259643,-0.03388547,2
-0.397610509,-0.58269089,2
-0.493326251,-0.222110443,2
-0.200408158,-0.218881291,2
0.122330279,0.868929394,2
0.243723753,-0.817548375,2
-0.323871793,-0.001093742,2
-0.563431299,0.40774628,2
-0.094789549,0.398432526,2
-0.208367123,0.088588462,2
-0.284937003,0.354484931,2
-0.612441568,0.383616044,2
-0.144195704,-0.65071113,2
-0.133512806,0.005136865,2
-0.59386386,0.327536871,2
-0.190946372,0.372278819,2
0.114132013,0.107303098,2
-0.67167581,1.029713837,2
0.564316311,0.143447777,2
-0.415200598,-0.837676592,2
0.153710572,-0.500780233,2
-0.141076145,-0.389037863,2
-0.603370945,-0.109260854,2
0.135275597,0.041287533,2
-0.667295655,1.315914431,2
-0.018272747,-0.200504944,2
-0.114970853,-0.233830867,2
-0.421234539,0.903816018,2
-0.19062799,0.461203486,2
0.059271556,-0.048214241,2
-0.897117894,0.417014922,2
0.038065064,0.19772864,2
-0.551411605,0.224591516,2
0.057775029,0.386593675,2
-0.451639401,-0.085072808,2
-0.239280076,0.09579559,2
0.07368708,0.489044007,2
-0.753874412,-0.750064161,2
0.421978234,-1.175297182,2
-0.525736537,-0.096627045,2
-0.537452434,-0.430737762,2
0.20997097,0.60149672,2
-0.153718649,-0.558557874,2
-0.103402384,-0.086164047,2
-0.756326457,-0.657132424,2
0.410424338,-0.05482678,2
-0.181393505,-0.146400472,2
0.295992944,0.090571862,2
-0.076570946,0.204566819,2
0.114251042,-0.411329273,2
0.246991482,0.661017706,2
-0.201992909,0.223734163,2
-0.271367284,0.25410771,2
0.078491628,-0.893125584,2
0.008718883,-0.128087382,2
-0.379130636,0.400534749,2
-0.037839758,0.454262045,2
-0.49478577,0.617292199,2
-0.097700794,-0.240673826,2
-0.313973402,0.926407373,2
-0.21244853,-0.096800547,2
-0.394343555,0.735281944,2
-0.254035234,-0.341822069,2
-0.792287489,-0.006162508,2
0.30254765,0.086740125,2
-0.11638334,0.376770919,2
-0.074737284,-0.107494048,2
0.230059295,-0.224187647,2
-0.31465007,-0.155025903,2
-0.212790971,0.678768282,2
-0.497093359,-0.552544443,2
0.634088077,-0.138953625,2
0.141956164,0.673806001,2
0.200178398,0.359828645,2
-0.673647164,-0.039752819,2
-0.816441022,0.1073661,2
-0.2846932,0.022146942,2
-0.131858972,0.171763298,2
-0.47631095,-0.016312153,2
0.479088296,-0.512109498,2
-0.229075985,0.107897752,2
-0.487043543,-0.297040842,2
-0.366605775,-0.11493191,2
0.677434704,0.305866531,2
0.01693913,0.444175248,2
0.209467044,-0.554369836,2
0.125130443,-0.740039816,2
0.320410831,0.211265754,2
0.027182564,-0.120317737,2
-0.248028577,-0.442658129,2
-0.396801083,0.209296755,2
-0.11969121,1.150730139,2
-0.13408028,0.339285812,2
0.077463078,0.285497169,2
-0.146670299,0.649839077,2
-0.495785263,-0.095490416,2
-0.359007526,0.760325273,2
-0.097136544,-0.329054384,2
-0.312069568,-0.094049474,2
0.203187037,0.221139219,2
0.26208785,0.582441636,2
-0.28111798,0.760683248,2
-0.328563819,-0.333613181,2
-0.848421567,-0.413889574,2
0.027242104,-0.207871969,2
0.068512099,-0.95096505,2
0.384103809,-0.889868378,2
-0.85508775,0.195060609,2
0.319400433,0.377009288,2
-0.261479932,0.583118975,2
0.431659538,-0.88501531,2
0.622094074,0.77988211,2
0.31379466,-0.78813805,2
-0.033038673,-0.551361694,2
0.263941443,-0.683829039,2
-0.003363898,-0.293084058,2
0.240803487,0.068712885,2
0.027428172,-0.556633964,2
-0.345566834,0.355866468,2
-0.145217452,0.382563237,2
0.089710171,0.118856483,2
0.415992642,-0.303148161,2
0.194796934,-0.369541136,2
-0.578408799,-0.07364814,2
-0.445072274,-0.423746312,2
0.314754636,0.497518266,2
-0.422660064,0.497193768,2
-0.209191089,0.053584488,2
0.329896449,0.385787998,2
-0.094440932,-1.355070888,2
0.136535608,-0.241168387,2
-0.305654996,0.339494441,2
0.154707717,-0.112166209,2
-0.109805698,-0.440322364,2
0.01793309,-0.194974618,2
0.270500291,-0.711203032,2
-0.325430097,0.30864762,2
0.002150675,0.454205515,2
0.415880519,-0.957348295,2
0.396401084,-0.128009239,2
-0.102524206,-0.78387906,2
-0.366125731,-0.088665449,2
-1.014069105,-0.284159699,2
-0.457343159,-0.271372764,2
-0.178471408,-0.255259167,2
-0.355824754,-0.204952135,2
0.551130221,0.272798498,2
-0.783042691,0.30637666,2
0.089542151,-0.413598959,2
-0.687230505,-0.077035808,2
-0.322303548,0.154252834,2
-0.190240913,-0.89875144,2
-0.05909356,-0.232254932,2
0.129515902,0.358648684,2
0.039114624,-0.203497377,2
0.318254986,-0.672740948,2
-0.431226472,0.751342162,2
-0.130810008,-0.193263682,2
-0.432478498,0.159637183,2
-0.513036239,-0.202761451,2
-0.866731682,-0.39906575,2
-0.485389299,0.353356208,2
-0.402670331,-0.06310353,2
-0.478073578,0.52774232,2
0.016643124,-0.683318008,2
-0.432430919,0.086497171,2
-0.02766718,0.271469122,2
0.068680476,-0.529698964,2
-0.373402922,0.125916173,2
-0.512393372,0.499634782,2
-0.033480727,1.693070605,2
-0.52864824,-0.602044822,2
-0.115569644,-0.400383367,2
0.101929268,0.16275268,2
0.512043901,-0.519549375,2
0.066379073,-0.714533887,2
-0.204293528,0.185812578,2
-0.680421843,0.319797463,2
-0.457359114,-0.522804894,2
0.118916924,0.855934515,2
0.01129931,-0.147005853,2
-0.086532104,0.628453747,2
-0.204855722,0.21919877,2
-0.276765511,-0.482307135,2
0.220005472,0.230257531,2
-0.085562969,0.117512656,2
-0.103774067,0.321628662,2
0.133082083,0.456599061,2
-0.289193286,0.494143002,2
-0.084662324,0.056370669,2
-0.336156827,-0.745024966,2
0.224533848,-0.221617804,2
-0.683619551,0.681172065,2
0.220962761,0.522617871,2
-0.249095678,0.116965733,2
0.099435091,-1.27620899,2
0.408028666,-0.884359367,2
-0.257345455,-0.329785306,2
-0.392634666,0.185366597,2
-0.585387488,-0.296401667,2
0.249924084,0.499862779,2
-0.286161637,-0.103090258,2
-0.66806043,-1.571648675,2
-0.37421994,-0.409214704,2
-0.539121404,0.857784922,2
0.064858737,-0.21554752,2
0.011013326,0.11136834,2
-0.265151357,0.846783812,2
-0.352062079,-0.836105208,2
-0.427510386,-0.054013758,2
-0.490467016,-0.278672658,2
0.318717288,-0.847635034,2
-0.532627998,0.72919228,2
-0.799881721,-0.196122297,2
0.499125841,0.092205112,2
0.060626294,-0.351698777,2
0.219747698,0.659500303,2
-0.641778073,0.279392646,2
-0.850155098,-0.300846646,2
-0.659075332,-0.286232777,2
-0.227236416,0.258541598,2
0.398212407,0.495882239,2
-0.038503134,0.010259182,2
0.092569325,0.289647283,2
0.411387154,-0.437219704,2
0.096978694,-0.685851411,2
-0.142444068,0.1576512,2
-0.586787662,1.186921656,2
0.23606326,-0.018378569,2
-0.231293572,0.126267799,2
-0.447481131,0.632891168,2
-0.289755397,0.190932515,2
0.055060967,-0.908984945,2
-0.329752869,-0.303183174,2
0.268816655,0.210078251,2
-0.196872994,0.525444546,2
-0.918339819,0.557835565,2
-0.488218083,-0.322240074,2
-0.59987862,1.29667867,2
-0.38327113,0.019671532,2
-0.451358128,-0.593242633,2
-0.088836836,0.284604974,2
0.454236354,-0.812278987,2
-0.825979806,0.326677191,2
-0.392770275,-0.074279364,2
0.603777247,0.626717226,2
-0.119849402,0.037710329,2
-0.288502466,0.039150888,2
-0.621891533,-0.250263206,2
-0.287015167,-0.17944276,2
0.412293087,-0.50648729,2
-0.105300771,-0.708788668,2
0.269656733,-0.461105042,2
-0.396571579,-0.056968932,2
-0.615224885,-0.48947102,2
0.207708419,-0.748294784,2
-0.842567455,-0.215313973,2
-0.320135617,1.317243415,2
-0.091933419,-0.057246633,2
0.341894981,-0.175430454,2
-0.820330419,0.070373655,2
0.250466469,0.870742895,2
-0.154727348,0.397655176,2
-0.554812618,0.238915623,2
-0.452343514,0.024385699,2
-0.047557019,-0.697260678,2
0.645364881,1.015703081,2
-0.02077739,-0.172171346,2
-1.378686618,-0.091196517,2
-0.230898442,-0.348574046,2
-1.102432047,-0.223643192,2
-1.014610101,-0.054437249,2
-0.833548606,-1.298538846,2
-0.416992623,1.37224343,2
-0.022753558,0.373032553,2
-0.343922161,0.153325593,2
-0.304523316,-0.467697647,2
-0.084895239,-0.667269334,2
-0.691132939,-0.39271146,2
-1.258798809,1.848489088,2
-0.804836929,-0.316765457,2
0.055486657,-0.503158104,2
0.126696759,-0.072665624,2
-0.462346643,-0.097361816,2
-0.865894775,-0.249744666,2
-0.300333678,0.240776998,2
-0.082777155,-0.341182354,2
-0.599395312,0.411149281,2
0.327633823,-0.08527855,2
-0.15692975,-0.021629035,2
0.491914751,0.095272187,2
0.094426754,0.034288709,2
0.798267131,0.256496536,2
0.005119369,-0.159687665,2
-0.943083515,0.467056912,2
0.090952627,-0.013657833,2
-0.061001169,0.545430775,2
0.136986186,-0.887296502,2
-0.213021357,0.084564431,2
-0.646610769,0.001240105,2
-0.600904546,-0.302315984,2
-0.631969347,-0.235102055,2
-0.234830968,1.466264383,2
-0.730026245,-0.057643277,2
-0.312383411,-0.485036894,2
-0.62283963,-0.49001764,2
0.559697339,0.026785045,2
0.408412827,-0.717438354,2
-0.089463065,0.207705585,2
-0.681139604,0.459431287,2
-0.522396849,0.104201546,2
-0.412291483,-0.021426869,2
0.095507744,-0.607385413,2
0.864962103,-0.240182313,2
-0.439653507,-0.549430812,2
-0.383548655,0.307311302,2
-0.818456746,0.310656499,2
0.186813931,-0.962262498,2
-1.159014175,-0.191526147,2
0.345032158,0.188725237,2
