x1,x2,x3,x4,y
3.3848,3.2674,0.90967,0.25128,0
-3.9297,-6.0816,10.0958,-1.0147,1
0.5195,-3.2633,3.0895,-0.9849,0
5.4188,10.1457,-4.084,-3.6991,0
-2.6286,0.18002,1.7956,0.97282,1
2.0153,1.8479,3.1375,0.42843,0
-1.5449,-10.1498,9.6152,-1.2332,1
-1.8219,-6.8824,5.4681,0.057313,1
0.72252,-0.053811,5.6703,-1.3509,0
0.11806,0.39108,-0.98223,0.42843,1
-0.36279,8.2895,-1.9213,-3.3332,0
-1.7886,-6.3486,5.6154,0.42584,1
-1.7559,11.9459,3.0946,-4.8978,0
1.7496,-0.1759,5.1827,1.2922,0
-4.4018,-12.9371,15.6559,-1.6806,1
0.58982,7.4266,1.2353,-2.9595,0
3.0672,-4.4117,3.8238,-0.81682,0
3.4591,11.112,-4.2039,-5.0931,0
3.4566,9.5228,-4.0112,-3.5944,0
0.46901,-0.63321,7.3848,0.36507,0
3.6181,-3.7454,2.8273,-0.71208,0
1.518,5.6946,0.094818,-0.026738,0
-2.2623,12.1177,0.28846,-7.7581,0
2.6104,8.0081,-0.23592,-1.7608,0
-2.2527,11.5321,2.5899,-3.2737,0
-1.5732,1.0636,-0.71232,-0.8388,1
-2.588,3.8654,-0.3336,-1.2797,1
4.1736,3.3336,-1.4244,0.60429,0
-1.7479,-5.823,5.8699,1.212,1
-2.0631,-1.5147,1.219,0.44524,1
-0.16108,-6.4624,8.3573,-1.5216,0
2.6799,3.1349,0.34073,0.58489,0
3.3951,1.1484,2.1401,2.0862,0
-2.0149,3.6874,-1.9385,-3.8918,1
-0.70346,2.957,-3.5947,-3.1457,1
3.884,10.0277,-3.9298,-4.0819,0
-3.3924,3.3564,-0.72004,-3.5233,1
-1.7063,2.7956,-2.378,-2.3491,1
-2.3277,1.4381,-0.82114,-1.2862,1
-3.4917,-12.1736,14.3689,-0.61639,1
-0.8172,3.3812,-3.6684,-3.456,1
2.5559,3.3605,2.0321,0.26809,0
0.3223,-0.89808,8.0883,0.69222,0
-2.8957,-12.0205,11.9149,-2.7552,1
-2.5373,-6.959,8.8054,1.5289,1
-2.9786,2.3445,0.52667,-0.40173,1
4.2027,0.22761,0.96108,0.97282,0
-1.4377,-1.432,2.1144,0.42067,1
0.39559,6.8866,1.0588,-0.67587,0
1.8314,6.3672,-0.036278,0.049554,0
3.5257,1.2829,1.9276,1.7991,0
-1.1667,-1.4237,2.9241,0.66119,1
-1.3968,-9.6698,9.4652,-0.34872,1
3.757,-5.4236,3.8255,-1.2526,0
0.74841,7.2756,1.1504,-0.5388,0
3.9414,-3.2902,3.1674,1.0866,0
4.3365,-3.584,3.6884,0.74912,0
3.866,-2.6383,1.9242,0.10645,0
0.5415,6.0319,1.6825,-0.46122,0
-2.6406,-4.4159,5.983,-0.13924,1
-1.4446,2.1438,-0.47241,-1.6677,1
-2.8391,-6.63,10.4849,-0.42113,1
-2.0545,-10.8679,9.4926,-1.4116,1
-1.8348,11.0334,3.1863,-4.8888,0
-3.9594,4.0289,-0.35845,-3.8957,1
3.4626,-4.449,3.5427,0.15429,0
-4.0025,-13.4979,17.6772,-3.3202,1
0.11739,6.2761,-1.5495,-2.4746,0
-0.036127,1.525,-1.4089,-0.76121,1
-1.979,3.2301,-1.3575,-2.5819,1
4.223,1.1319,0.72202,0.96118,0
-1.0292,-6.3879,5.5255,0.79955,1
3.4246,-0.14693,0.80342,0.29136,0
-0.3481,-0.38696,-0.47841,0.62627,1
-1.0833,-0.31247,1.2815,0.41291,1
-1.8076,-8.8131,8.7086,-0.21682,1
-5.1661,8.0433,0.044265,-4.4983,1
-3.2778,1.8023,0.1805,-2.3931,1
-1.4454,-8.4385,8.8483,0.96894,1
1.2572,4.8731,-5.2861,-5.8741,1
-3.8203,-13.0551,16.9583,-2.3052,1
5.086,3.2798,-1.2701,1.1189,0
3.4667,-4.0724,4.2882,1.5418,0
-0.69078,-0.50077,-0.35417,0.47498,1
3.7022,6.9942,-1.8511,-0.12889,0
-3.5637,-8.3827,12.393,-1.2823,1
0.55298,-3.4619,1.7048,1.1008,1
2.4527,2.9653,0.20021,-0.056479,0
3.8999,1.734,1.6011,0.96765,0
-6.1632,8.7096,-0.21621,-3.6345,1
0.77445,9.0552,-2.4089,-1.3884,0
4.2756,-2.6528,2.1375,0.94437,0
0.77765,5.9781,1.1941,-0.3526,0
1.5799,-4.7076,7.9186,-1.5487,0
4.0026,-3.5943,3.5573,0.26809,0
1.8533,6.1458,1.0176,-2.0401,0
2.0597,-0.99326,5.2119,-0.29312,0
-5.2943,-5.1463,10.3332,-1.1181,1
-2.2625,-0.099335,2.8127,0.48662,1
2.8297,6.3485,-0.73546,-0.58665,0
2.3678,-6.839,8.4207,-0.44829,0
3.2303,7.8384,-3.5348,-1.2151,0
-0.59587,2.4811,-2.8673,-0.89828,1
-2.1333,1.5685,-0.084261,-1.7453,1
2.2279,4.0951,-4.8037,-2.1112,1
0.53936,3.8944,-4.8166,-4.3418,1
1.1676,9.1566,-2.0867,-0.80647,0
0.3292,-4.4552,4.5718,-0.9888,0
-0.91718,9.9884,1.1804,-5.2263,0
-1.6176,1.0926,-0.35502,-0.59958,1
2.0911,0.94358,4.5512,1.234,0
-0.24811,-0.17797,4.9068,0.15429,0
0.518,0.25865,-0.84085,0.96118,1
3.5438,1.2395,1.997,2.1547,0
4.2586,11.2962,-4.0943,-4.3457,0
0.0071249,8.3661,0.50781,-3.8155,0
3.6894,9.887,-4.0788,-4.3664,0
0.38478,6.5989,-0.3336,-0.56466,0
0.89566,7.7763,-2.7473,-1.9353,0
1.7939,-1.1174,1.5454,-0.26079,0
-5.4901,9.1048,-0.38758,-5.9763,1
0.50813,0.47799,-1.9804,0.57714,1
0.26517,2.4066,-2.8416,-0.59958,1
0.89606,10.5471,-1.4175,-4.0327,0
-2.5701,-6.8452,8.9999,2.1353,1
-3.5933,0.22968,0.7126,-0.3332,1
2.1526,-6.1665,8.0831,-0.34355,0
-0.048008,-0.56078,7.7215,0.453,0
3.9479,-3.7723,2.883,0.019813,0
2.2123,-5.8395,7.7687,-0.85302,0
-3.2051,-0.14279,0.97565,0.045675,1
-2.565,-5.7899,6.0122,0.046968,1
-2.7338,0.45523,2.4391,0.21766,1
5.9374,6.1664,-2.5905,-0.36553,0
-0.72068,-6.7583,5.8408,0.62369,1
-1.6162,0.80908,8.1628,0.60817,0
4.0713,10.4023,-4.1722,-4.7582,0
-2.5912,-0.10554,1.2798,1.0414,1
4.8451,8.1116,-2.9512,-1.4724,0
-2.1234,1.1815,-0.55552,-0.81165,1
0.81356,9.1566,-2.1492,-4.1814,0
1.8238,-6.7748,8.3873,-0.54139,0
4.6361,-2.6611,2.8358,1.1991,0
4.5645,-3.6275,2.8684,0.27714,0
-1.5228,-6.4789,5.7568,0.87325,1
3.0632,-3.3315,5.1305,0.8267,0
-0.41965,2.9094,-1.7859,-2.2069,1
-1.1193,10.7271,2.0938,-5.6504,0
-2.2183,-1.254,2.9986,0.36378,1
-2.5084,-0.22763,1.488,1.2069,1
1.9476,-4.7738,8.527,-1.8668,0
2.7206,9.0821,-3.3111,-0.96811,0
2.1943,4.5503,-4.976,-2.7254,1
2.5581,2.6218,1.8513,0.40257,0
2.0421,1.2436,4.2171,0.90429,0
4.6352,-3.0087,2.6773,1.212,0
3.4669,6.87,-1.0568,-0.73147,0
3.6667,4.302,0.55923,0.33791,0
2.9233,6.0464,-0.11168,-0.58665,0
3.2294,7.7391,-0.37816,-2.5405,0
-1.5572,-9.8808,8.1088,-1.0806,1
2.6415,7.586,-0.28562,-1.6677,0
-4.7331,-6.1789,11.388,-1.0741,1
-1.1859,-1.2519,2.2635,0.77239,1
-0.77288,-7.4473,6.492,0.36119,1
-6.0598,9.2952,-0.43642,-6.3694,1
-1.48,-10.5244,9.9176,-0.5026,1
1.9157,6.0816,0.23705,-2.0116,0
-2.5899,-0.3911,0.93452,0.42972,1
-0.53966,7.3273,0.46583,-1.4543,0
1.5077,1.9596,-3.0584,-0.12243,1
-2.0529,3.8385,-0.79544,-1.2138,1
1.3183,1.9017,-3.3111,0.065071,1
-2.8267,-9.0407,9.0694,-0.98233,1
-1.8584,7.886,-1.6643,-1.8384,0
1.0552,1.1857,-2.6411,0.11033,1
1.2247,8.7779,-2.2135,-0.80647,0
-1.5322,-5.0966,6.6779,0.17498,1
3.6922,-3.9585,4.3439,1.3517,0
4.1038,-4.8069,3.3491,-0.49225,0
0.88872,5.3449,2.045,-0.19355,0
0.11592,3.2219,-3.4302,-2.8457,1
0.93611,8.6413,-1.6351,-1.3043,0
0.2346,-4.5152,2.1195,1.4448,1
-2.0441,1.2271,0.18564,-1.091,1
-3.8858,-12.8461,12.7957,-3.1353,1
2.0466,2.03,2.1761,-0.083634,0
-1.9922,11.6542,2.6542,-5.2107,0
3.5829,1.4423,1.0219,1.4008,0
3.1896,5.7526,-0.18537,-0.30087,0
3.6277,0.9829,0.68861,0.63403,0
1.8592,3.2074,-0.15966,-0.26208,0
5.0429,-0.52974,0.50439,1.106,0
1.1588,8.9331,-2.0807,-1.1272,0
-2.3983,12.606,2.9464,-5.7888,0
-0.36038,4.1158,3.1143,-0.37199,0
2.5605,9.2683,-3.5913,-1.356,0
1.7747,-6.4334,8.15,-0.89828,0
1.1472,3.5985,1.9387,-0.43406,0
0.83292,7.5404,0.65005,-0.92544,0
3.8027,0.81529,2.1041,1.0245,0
2.1948,1.3781,1.1582,0.85774,0
-0.12196,8.8068,0.94566,-4.2267,0
0.25035,9.3262,-3.6873,-6.2543,0
0.86202,2.6963,4.2908,0.54739,0
2.9695,5.6222,0.27561,-1.1556,0
1.6849,8.7489,-1.2641,-1.3858,0
2.8232,10.8513,-3.1466,-3.9784,0
0.44125,2.9487,4.3225,0.7155,0
-4.6338,-12.7509,16.7166,-3.2168,1
4.65,-4.8297,3.4553,-0.25174,0
-1.5851,-2.1562,1.7082,0.9017,1
0.21084,9.4359,-0.094543,-1.859,0
0.051979,7.0521,-2.0541,-3.1508,0
4.7432,2.1086,0.1368,1.6543,0
-6.1536,7.9295,0.61663,-3.2646,1
-5.637,8.1261,0.13081,-5.0142,1
3.9772,0.33521,2.2566,2.1625,0
2.565,8.633,-2.9941,-1.3082,0
-0.40857,3.0977,-2.9607,-2.6892,1
-2.5346,-0.77392,3.3602,0.00171,1
2.3925,9.798,-3.0361,-2.8224,0
-1.7582,2.7397,-2.5323,-2.234,1
-0.98193,2.7956,-1.2341,-1.5668,1
-0.61442,-0.091058,-0.31818,0.50214,1
-0.36506,2.8928,-3.6461,-3.0603,1
4.7114,2.0755,-0.2702,1.2379,0
4.3848,-3.0729,3.0423,1.2741,0
-4.8861,7.0542,-0.17252,-6.959,1
-2.2987,-5.227,5.63,0.91722,1
2.5328,7.528,-0.41929,-2.6478,0
-4.211,-12.4736,14.9704,-1.3884,1
-1.1022,-5.8395,4.5641,0.68705,1
-4.5531,-12.5854,15.4417,-1.4983,1
2.994,7.2011,-1.2153,0.3211,0
0.87256,9.2931,-0.7843,-2.1978,0
1.6799,4.2068,-4.5398,-2.3931,1
4.5679,3.1929,-2.1055,0.29653,0
3.6575,7.2797,-2.2692,-1.144,0
-2.1241,-6.8969,5.5992,-0.47156,1
4.1605,11.2196,-3.6136,-4.0819,0
-0.41645,0.32487,-0.33617,-0.36036,1
-2.8833,1.7713,0.68946,-0.4638,1
4.0948,-2.9674,2.3689,0.75429,0
4.2969,7.617,-2.3874,-0.96164,0
1.0117,0.9022,-2.3506,0.42714,1
4.0296,2.6756,0.80685,0.71679,0
2.3917,4.5565,-4.9888,-2.8987,1
2.8523,9.0096,-3.761,-3.3371,0
-2.4198,-0.24418,0.70146,0.41809,1
-1.2537,10.8803,1.931,-4.3237,0
0.49571,10.2243,-1.097,-4.0159,0
4.0127,10.1477,-3.9366,-4.0728,0
-1.2846,3.2715,-1.7671,-3.2608,1
-1.3066,0.25244,0.7623,1.7758,1
-3.6227,3.9958,-0.35845,-3.9047,1
4.3398,-5.3036,3.8803,-0.70432,0
-0.83121,0.039307,0.05369,-0.23105,1
-4.8554,-5.9037,10.9818,-0.82199,1
-3.6053,-5.974,10.0916,-0.82846,1
-3.0201,-0.67253,2.7056,0.85774,1
-3.3793,-13.7731,17.9274,-2.0323,1
-0.9607,2.6963,-3.1226,-1.3121,1
-0.2062,9.2207,-3.7044,-6.8103,0
-4.577,3.4515,0.66719,-0.94742,1
5.2032,3.5116,-1.2538,1.0129,0
3.3299,0.91254,1.5806,0.39352,0
-4.3773,-5.5167,10.939,-0.4082,1
3.9382,0.9291,0.78543,0.6767,0
5.3586,3.7557,-1.7345,1.0789,0
-1.8387,-6.301,5.6506,0.19567,1
-0.55008,2.8659,-1.6488,-2.4319,1
4.0962,10.1891,-3.9323,-4.1827,0
-2.1674,0.12415,-1.0465,-0.86208,1
5.504,10.3671,-4.413,-4.0211,0
1.8373,6.1292,0.84027,0.55257,0
-3.8552,3.5219,-0.38415,-3.8608,1
-4.1244,3.7909,-0.6532,-4.1802,1
-0.49241,0.89392,-1.6283,-0.56854,1
0.37637,-0.82358,0.78543,0.74524,1
0.062525,2.9301,-3.5467,-2.6737,1
-0.39816,5.9781,1.3912,-1.1621,0
-1.8448,1.254,0.27218,-1.0728,1
0.91315,3.3377,-4.0557,-1.6741,1
0.23874,2.0879,-3.3522,-0.66553,1
-0.8471,3.1329,-3.0112,-2.9388,1
-0.62043,0.5587,-0.38587,-0.66423,1
-3.9411,-12.8792,13.0597,-3.3125,1
-2.2173,1.4671,-0.72689,-1.1724,1
3.583,-3.7971,3.4391,-0.12501,0
0.48797,3.5674,-4.3882,-3.8116,1
0.5195,-3.2633,3.0895,-0.9849,0
0.3292,-4.4552,4.5718,-0.9888,0
3.2697,-4.3414,3.6884,-0.29829,0
3.5912,3.0129,0.72888,0.56421,0
-1.9966,-9.5001,9.682,-0.12889,1
1.3754,8.8793,-1.9136,-0.53751,0
-5.119,6.6486,-0.049987,-6.5206,1
3.9362,10.1622,-3.8235,-4.0172,0
1.4479,-4.8794,8.3428,-2.1086,0
2.486,-0.99533,5.3404,-0.15475,0
0.15423,0.11794,-1.6823,0.59524,1
4.5597,-2.4211,2.6413,1.6168,0
2.8261,9.4007,-3.3034,-1.0509,0
-6.651,6.7934,0.68604,-7.5887,1
-2.5526,-7.3625,6.9255,-0.66811,1
3.5251,0.7201,1.6928,0.64438,0
-1.5055,0.070346,6.8681,-0.50648,0
1.1315,7.9212,1.093,-2.8444,0
1.0135,8.4551,-1.672,-2.0815,0
-2.3221,-9.3304,9.233,-0.79871,1
4.0215,-2.7004,2.4957,0.36636,0
-1.3907,-1.3781,2.3055,-0.021566,1
4.2188,6.8162,-1.2804,0.76076,0
1.7748,-0.76978,5.5854,1.3039,0
1.9265,7.7557,-0.16823,-3.0771,0
-3.3863,-12.9889,13.0545,-2.7202,1
-0.90784,-7.9026,6.7807,0.34179,1
-3.5798,0.45937,2.3457,-0.45734,1
-0.77848,3.4019,-3.4859,-3.5569,1
5.7403,-0.44284,0.38015,1.3763,0
1.6426,3.0149,0.22849,-0.147,0
3.8846,-3.0336,2.5334,0.20214,0
-2.4554,-9.0407,8.862,-0.86983,1
1.7331,3.9544,-4.7412,-2.5017,1
2.4012,1.6223,3.0312,0.71679,0
-2.564,-1.7051,1.5026,0.32757,1
5.4021,3.1039,-1.1536,1.5651,0
-1.005,0.084831,-0.2462,0.45688,1
-3.9698,3.6812,-0.60008,-4.0133,1
-2.3797,-1.4402,1.1273,0.16076,1
-2.9883,0.31245,0.45041,0.068951,1
3.0934,-2.9177,2.2232,0.22283,0
-0.37013,-5.554,4.7749,1.547,1
4.1195,10.9258,-3.8929,-4.1802,0
-1.1188,3.3357,-1.3455,-1.9573,1
-0.78289,11.3603,-0.37644,-7.0495,0
2.9742,8.96,-2.9024,-1.0379,0
4.3684,9.6718,-3.9606,-3.1625,0
0.3798,0.7098,0.7572,-0.4444,0
-2.6479,10.1374,-1.331,-5.4707,0
0.74428,-3.7723,1.6131,1.5754,1
0.049175,6.1437,1.7828,-0.72113,0
-0.55355,-7.9233,6.7156,0.74394,1
1.3087,4.9228,2.0013,0.22024,0
0.3798,0.7098,0.7572,-0.4444,0
-5.4414,7.2363,0.10938,-7.5642,1
2.0177,1.7982,-2.9581,0.2099,1
6.8248,5.2187,-2.5425,0.5461,0
3.9899,-2.7066,2.3946,0.86291,0
-2.2083,-9.1069,8.9991,-0.28406,1
-2.2482,3.0915,-2.3969,-2.6711,1
-3.73,-12.9723,12.9817,-2.684,1
-4.2932,3.3419,0.77258,-0.99785,1
-2.0336,-1.4092,1.1582,0.36507,1
-2.341,12.3784,0.70403,-7.5836,0
-0.77688,0.13036,-0.031137,-0.35389,1
0.93584,8.8855,-1.6831,-1.6599,0
3.6244,1.4609,1.3501,1.9284,0
2.2634,-4.4862,3.6558,-0.61251,0
1.3114,4.5462,2.2935,0.22541,0
-2.1059,1.1815,-0.53324,-0.82716,1
-7.0364,9.2931,0.16594,-4.5396,1
3.3577,-4.3062,6.0241,0.18274,0
-1.6514,-8.4985,9.1122,1.2379,1
-2.799,1.9679,-0.42357,-2.1125,1
-0.66008,-3.226,3.8058,1.1836,1
2.0051,-6.8638,8.132,-0.2401,0
1.8205,6.7562,0.0099913,0.39481,0
1.4896,3.4288,-4.0309,-1.4259,1
-2.1786,-6.4479,6.0344,-0.20777,1
-3.3203,-0.02691,2.9618,-0.44958,1
-1.8782,-6.5865,4.8486,-0.021566,1
-2.0659,1.0512,-0.46298,-1.0974,1
1.3451,0.23589,-1.8785,1.3258,1
-1.0401,9.3987,0.85998,-5.3336,0
2.1464,6.0795,-0.5778,-2.2302,0
6.5633,9.8187,-4.4113,-3.2258,0
0.32444,10.067,-1.1982,-4.1284,0
1.941,0.46351,4.6472,1.0879,0
-0.89569,3.0025,-3.6067,-3.4457,1
-3.7747,2.5162,0.83341,-0.30993,1
3.7731,7.2073,-1.6814,-0.94742,0
-1.8974,3.5074,-1.7842,-3.8491,1
-4.6765,-5.6636,10.969,-0.33449,1
2.2893,3.733,0.6312,-0.39786,0
-4.5046,-5.8126,10.8867,-0.52846,1
0.025013,3.3998,-4.4327,-4.2655,1
3.2704,6.9321,-1.0456,0.23447,0
3.931,1.8541,-0.023425,1.2314,0
-2.4835,-7.4494,6.8964,-0.64484,1
-2.2918,-7.257,7.9597,0.9211,1
3.7522,-3.6978,3.9943,1.3051,0
5.2756,0.13863,0.12138,1.1435,0
-1.7589,-6.4624,8.4773,0.31981,1
-0.97325,-6.4168,5.6026,1.0323,1
-0.025314,-0.17383,-0.11339,1.2198,1
2.8561,6.9176,-0.79372,0.48403,0
0.75736,3.0294,2.9164,-0.068117,0
