x1,x2,x3,x4,y
0.64295,7.1018,0.3493,-0.41337,0
3.7767,9.7794,-3.9075,-3.5323,0
3.4769,-0.15314,2.53,2.4495,0
3.8023,-3.8696,4.044,0.95343,0
1.1518,1.3864,5.2727,-0.43536,0
4.8368,10.0132,-4.3239,-4.3276,0
5.1776,8.2316,-3.2511,-1.5694,0
1.2138,8.7986,-2.1672,-0.74182,0
0.86816,10.2429,-1.4912,-4.0082,0
3.359,9.8022,-3.8209,-3.7133,0
3.6702,2.9942,0.85141,0.30688,0
3.1887,-3.4143,2.7742,-0.2026,0
0.77124,9.0862,-1.2281,-1.4996,0
3.5761,9.7753,-3.9795,-3.4638,0
2.0007,1.8644,2.6491,0.47369,0
0.64215,3.1287,4.2933,0.64696,0
0.96574,8.393,-1.361,-1.4659,0
3.8384,6.1851,-2.0439,-0.033204,0
2.8209,7.3108,-0.81857,-1.8784,0
2.5817,9.7546,-3.1749,-2.9957,0
3.8213,0.23175,2.0133,2.0564,0
3.4893,6.69,-1.2042,-0.38751,0
2.0962,2.4769,1.9379,-0.040962,0
0.96788,7.1907,1.2798,-2.4565,0
3.8832,6.4023,-2.432,-0.98363,0
2.8237,2.8597,0.19678,0.57196,0
2.8084,11.3045,-3.3394,-4.4194,0
3.3756,-4.0951,4.367,1.0698,0
0.5706,-0.0248,1.2421,-0.5621,0
0.88444,6.5906,0.55837,-0.44182,0
5.8782,5.9409,-2.8544,-0.60863,0
0.33111,4.5731,2.057,-0.18967,0
1.2746,8.8172,-1.5323,-1.7957,0
2.2091,7.4556,-1.3284,-3.3021,0
-1.3885,12.5026,0.69118,-7.5487,0
3.3583,10.3567,-3.7301,-3.6991,0
2.5227,2.2369,2.7236,0.79438,0
4.8278,7.7598,-2.4491,-1.2216,0
2.7659,0.66216,4.1494,-0.28406,0
-1.4217,11.6542,-0.057699,-7.1025,0
4.2458,1.1981,0.66633,0.94696,0
1.4507,8.7903,-2.2324,-0.65259,0
3.4647,-3.9172,3.9746,0.36119,0
3.5288,0.71596,1.9507,1.9375,0
2.6463,-4.8152,6.3549,0.003003,0
4.3846,-4.8794,3.3662,-0.029324,0
2.2517,-5.1422,4.2916,-1.2487,0
2.8521,9.171,-3.6461,-1.2047,0
2.1752,-0.8091,5.1022,-0.67975,0
0.33565,6.8369,0.69718,-0.55691,0
1.5456,8.5482,0.4187,-2.1784,0
1.4276,8.3847,-2.0995,-1.9677,0
0.95626,2.4728,4.4578,0.21636,0
-2.7914,1.7734,6.7756,-0.39915,0
3.1836,7.2321,-1.0713,-2.5909,0
5.6084,10.3009,-4.8003,-4.3534,0
1.1558,6.4003,1.5506,0.6961,0
-2.6479,10.1374,-1.331,-5.4707,0
-1.4275,11.8797,0.41613,-6.9978,0
3.946,6.8514,-1.5443,-0.5582,0
0.56953,7.6294,1.5754,-3.2233,0
2.0153,0.43661,4.5864,-0.3151,0
2.5989,3.5178,0.7623,0.81119,0
4.4295,-2.3507,1.7048,0.90946,0
4.1665,-0.4449,0.23448,0.27843,0
0.94225,5.8561,1.8762,-0.32544,0
2.6562,10.7044,-3.3085,-4.0767,0
-1.3612,10.694,1.7022,-2.9026,0
-0.11996,6.8741,0.91995,-0.6694,0
4.3634,0.46351,1.4281,2.0202,0
0.51947,-3.2633,3.0895,-0.98492,0
2.4673,1.3926,1.7125,0.41421,0
0.77805,6.6424,-1.1425,-1.0573,0
2.2429,-4.1427,5.2333,-0.40173,0
3.7321,-3.884,3.3577,-0.0060486,0
0.76163,5.8209,1.1959,-0.64613,0
2.6213,5.7919,0.065686,-1.5759,0
3.0242,-3.3378,2.5865,-0.54785,0
5.8519,5.3905,-2.4037,-0.061652,0
0.5706,-0.0248,1.2421,-0.5621,0
0.74054,0.36625,2.1992,0.48403,0
3.2403,-3.7082,5.2804,0.41291,0
3.9166,10.2491,-4.0926,-4.4659,0
3.9262,6.0299,-2.0156,-0.065531,0
4.364,-3.1039,2.3757,0.78532,0
3.2692,3.4184,0.20706,-0.066824,0
3.4916,8.5709,-3.0326,-0.59182,0
4.0932,5.4132,-1.8219,0.23576,0
-0.45062,-1.3678,7.0858,-0.40303,0
5.1213,8.5565,-3.3917,-1.5474,0
-0.95923,0.091039,6.2204,-1.4828,0
2.7961,2.121,1.8385,0.38317,0
3.5358,6.7086,-0.81857,0.47886,0
0.92703,9.4318,-0.66263,-1.6728,0
1.8216,-6.4748,8.0514,-0.41855,0
0.66191,9.6594,-0.28819,-1.6638,0
4.7926,1.7071,-0.051701,1.4926,0
4.9852,8.3516,-2.5425,-1.2823,0
4.6499,7.6336,-1.9427,-0.37458,0
-0.023579,7.1742,0.78457,-0.75734,0
0.85574,0.0082678,6.6042,-0.53104,0
0.88298,0.66009,6.0096,-0.43277,0
3.1541,-5.1711,6.5991,0.57455,0
-1.3971,3.3191,-1.3927,-1.9948,1
-1.6677,-7.1535,7.8929,0.96765,1
-3.5681,-8.213,10.083,0.96765,1
-0.89409,3.1991,-1.8219,-2.9452,1
0.3434,0.12415,-0.28733,0.14654,1
-0.9854,-6.661,5.8245,0.5461,1
-5.9034,6.5679,0.67661,-6.6797,1
-1.8215,2.7521,-0.72261,-2.353,1
-0.77461,-1.8768,2.4023,1.1319,1
-1.8187,-9.0366,9.0162,-0.12243,1
0.47368,3.3605,-4.5064,-4.0431,1
-3.4083,4.8587,-0.76888,-4.8668,1
-2.6685,-10.4519,9.1139,-1.7323,1
-4.4779,7.3708,-0.31218,-6.7754,1
1.6408,4.2503,-4.9023,-2.6621,1
-6.2003,8.6806,0.0091344,-3.703,1
-3.1128,-6.841,10.7402,-1.0172,1
-0.4294,-0.14693,0.044265,-0.15605,1
-2.234,-7.0314,7.4936,0.61334,1
-0.39416,-0.020702,-0.066267,-0.44699,1
-1.522,-6.6383,5.7491,-0.10691,1
-6.2815,6.6651,0.52581,-7.0107,1
-0.52645,-0.24832,-0.45613,0.41938,1
-3.8826,4.898,-0.92311,-5.0801,1
-0.60975,-4.002,1.8471,0.6017,1
1.296,4.2855,-4.8457,-2.9013,1
0.25943,5.0097,-5.0394,-6.3862,1
-5.873,9.1752,-0.27448,-6.0422,1
-3.4605,2.6901,0.16165,-1.0224,1
0.20216,1.9182,-3.2828,-0.61768,1
-4.4996,3.4288,0.56265,-1.1672,1
-0.75793,2.5349,-3.0464,-1.2629,1
-0.95403,1.9824,-2.3163,-1.1957,1
-3.5916,-6.2285,10.2389,-1.1543,1
-3.2854,4.0372,-0.45356,-1.8228,1
-0.56877,1.4174,-1.4252,-1.1246,1
-3.3604,-0.32696,2.1324,0.6017,1
0.030219,-1.0512,1.4024,0.77369,1
-3.2692,-12.7406,15.5573,-0.14182,1
0.0040545,0.62905,-0.64121,0.75817,1
-0.65767,-2.8018,3.7115,0.99739,1
0.50225,0.65388,-1.1793,0.39998,1
-1.7322,-9.2828,7.719,-1.7168,1
1.2279,4.0309,-4.6435,-3.9125,1
1.5631,0.89599,-1.9702,0.65472,1
0.89512,4.7738,-4.8431,-5.5909,1
0.4283,-0.94981,-1.0731,0.3211,1
1.5904,2.2121,-3.1183,-0.11725,1
1.7425,3.6833,-4.0129,-1.7207,1
-2.2214,-0.23798,0.56008,0.05602,1
-0.10234,1.8189,-2.2169,-0.56725,1
-1.2786,-2.4087,4.5735,0.47627,1
-1.7279,-6.841,8.9494,0.68058,1
-3.1158,-8.6289,10.4403,0.97153,1
-1.6936,2.7852,-2.1835,-1.9276,1
-0.51003,-0.23591,0.020273,0.76334,1
-0.36372,3.0439,-3.4816,-2.7836,1
-6.3979,6.4479,1.0836,-6.6176,1
-1.4106,-7.108,5.6454,0.31335,1
-2.3299,-9.9532,8.4756,-1.8733,1
1.3518,1.0595,-2.3437,0.39998,1
1.2309,3.8923,-4.8277,-4.0069,1
0.75896,0.29176,-1.6506,0.83834,1
0.63655,5.2022,-5.2159,-6.1211,1
0.84546,3.4826,-3.6307,-1.3961,1
-0.46651,2.3383,-2.9812,-1.0431,1
-0.8734,1.6533,-2.1964,-0.78061,1
-2.3142,2.0838,-0.46813,-1.6767,1
-3.0866,-6.6362,10.5405,-0.89182,1
-1.9409,-8.6848,9.155,0.94049,1
-2.9915,-6.6258,8.6521,1.8198,1
-2.2677,3.2964,-2.2563,-2.4642,1
-0.93587,-5.1008,4.5367,1.3866,1
-1.7713,-10.7665,10.2184,-1.0043,1
-1.8554,-9.6035,7.7764,-0.97716,1
0.16358,-3.3584,1.3749,1.3569,1
-3.9934,5.8333,0.54723,-4.9379,1
-1.7976,-6.7686,6.6753,0.89912,1
-0.70867,-5.5602,4.0483,0.903,1
-2.7028,1.6327,0.83598,-0.091393,1
-0.014902,-1.0243,-0.94024,0.64955,1
0.88992,2.2638,-3.1046,-0.11855,1
1.0637,3.6957,-4.1594,-1.9379,1
-0.30432,2.6528,-2.7756,-0.65647,1
-1.5621,-2.2121,4.2591,0.27972,1
-0.11716,0.60422,-0.38587,-0.059065,1
-2.0066,-6.719,9.0162,0.099985,1
-3.6961,-13.6779,17.5795,-2.6181,1
-3.6012,-6.5389,10.5234,-0.48967,1
-1.6001,-9.5828,9.4044,0.081882,1
-0.27068,3.2674,-3.5562,-3.0888,1
-2.6649,-12.813,12.6689,-1.9082,1
-2.9821,4.1986,-0.5898,-3.9642,1
-1.4628,-1.5706,2.4357,0.49826,1
-1.7101,-8.7903,7.9735,-0.45475,1
-4.3667,6.0692,0.57208,-5.4668,1
-2.5919,-1.0553,3.8949,0.77757,1
-3.0193,1.7775,0.73745,-0.45346,1
-1.6706,-2.09,1.584,0.71162,1
1.4501,3.6067,-4.0557,-1.5966,1
-4.1429,2.7749,0.68261,-0.71984,1
-1.0555,0.79459,-1.6968,-0.46768,1
-0.49948,1.7734,-2.2469,-0.68104,1
-1.9881,0.99945,-0.28562,-0.70044,1
-1.4375,-1.8624,4.026,0.55127,1
-3.1875,-7.5756,11.8678,-0.57889,1
-2.0285,3.8468,-0.63435,-1.175,1
0.26637,0.73252,-0.67891,0.03533,1
-2.3629,-0.10554,1.9336,1.1358,1
-3.3884,-8.215,10.3315,0.98187,1
-2.0046,-0.49457,1.333,1.6543,1
-1.5877,-6.6072,5.8022,0.31593,1
-2.5961,-9.349,9.7942,-0.28018,1
-6.5773,6.8017,0.85483,-7.5344,1
-2.4621,2.7645,-0.62578,-2.8573,1
-1.6988,-7.1163,5.7902,0.16723,1
-4.2091,4.7283,-0.49126,-5.2159,1
-5.2049,7.259,0.070827,-7.3004,1
-1.5951,-6.572,4.7689,-0.94354,1
-3.8053,2.4273,0.6809,-1.0871,1
0.74067,1.7299,-3.1963,-0.1457,1
0.98296,3.4226,-3.9692,-1.7116,1
-0.89542,2.0279,-2.3652,-1.2746,1
-2.0754,1.2767,-0.64206,-1.2642,1
-4.0218,-8.304,12.555,-1.5099,1
-2.5665,-6.8824,7.5416,0.70774,1
-1.9725,2.8825,-2.3086,-2.3724,1
-2.9138,-9.4711,9.7668,-0.60216,1
-6.7387,6.9879,0.67833,-7.5887,1
-2.4349,-9.2497,8.9922,-0.50001,1
-3.793,-12.7095,12.7957,-2.825,1
-1.9551,-6.9756,5.5383,-0.12889,1
-2.456,-0.24418,1.4041,-0.45863,1
0.61652,3.8944,-4.7275,-4.3948,1
-1.8356,-6.7562,5.0585,-0.55044,1
1.3403,4.1323,-4.7018,-2.5987,1
-4.0679,2.4955,0.79571,-1.1039,1
-4.9462,3.5716,0.82742,-1.4957,1
-3.5359,0.30417,0.6569,-0.2957,1
-2.0662,0.16967,-1.0054,-0.82975,1
-2.2811,-0.85669,2.7185,0.044382,1
-5.0676,-5.1877,10.4266,-0.86725,1
-1.1306,1.8458,-1.3575,-1.3806,1
-2.4561,-4.5566,6.4534,-0.056479,1
-4.1958,-8.1819,12.1291,-1.6017,1
-3.38,-0.7077,2.5325,0.71808,1
-2.4365,3.6026,-1.4166,-2.8948,1
-3.8894,-7.8322,9.8208,0.47498,1
-3,-9.1566,9.5766,-0.73018,1
-1.9116,-6.1603,5.606,0.48533,1
-4.2333,4.9166,-0.49212,-5.3207,1
-3.0986,-10.4602,8.9717,-2.3427,1
0.56232,1.0015,-2.2726,-0.0060486,1
-3.3553,0.35591,2.6473,-0.37846,1
-2.7908,-5.7133,5.953,0.45946,1
-1.9983,-6.6072,4.8254,-0.41984,1
-3.9933,2.6218,0.62863,-1.1595,1
-1.4094,-2.1252,-0.10397,-0.19225,1
0.11032,1.9741,-3.3668,-0.65259,1
-0.76794,3.4598,-3.4405,-3.4276,1
-2.5724,-0.95602,2.7073,-0.16639,1
-3.8953,4.0392,-0.3019,-2.1836,1
-1.2244,1.7485,-1.4801,-1.4181,1
-4.2887,-7.8633,11.8387,-1.8978,1
0.55939,-0.3104,0.18307,0.44653,1
-1.5078,-7.3191,7.8981,1.2289,1
-5.525,6.3258,0.89768,-6.6241,1
-2.9672,-13.2869,13.4727,-2.6271,1
-1.1005,-7.2508,6.0139,0.36895,1
-2.8619,4.5193,-0.58123,-4.2629,1
1.5514,3.8013,-4.9143,-3.7483,1
-0.95923,-6.7128,4.9857,0.32886,1
-5.3857,9.1214,-0.41929,-5.9181,1
-0.21888,-2.2038,-0.0954,0.56421,1
0.40614,1.3492,-1.4501,-0.55949,1
-2.5419,-0.65804,2.6842,1.1952,1
